task_id,image,label,label_index,object_ids,leakage_group,annotator_count,split
69,images/13-20260411_155702.jpg,pot,4,M8,M8,3,train
70,images/13-20260411_155712.jpg,pot,4,M8,M8,3,train
71,images/13-20260411_155724.jpg,pot,4,M8,M8,3,train
72,images/13-20260411_155800.jpg,pot,4,M8,M8,3,train
73,images/13-20260411_155811.jpg,pot,4,M8,M8,3,train
74,images/13-20260411_155824.jpg,pot,4,M8,M8,3,train
75,images/14-15-16-17-18-19-20-21-22-23-20260412_162857.jpg,wine_glass,5,M9,M9,3,test
76,images/14-15-16-17-18-19-20-21-22-23-20260412_162905.jpg,wine_glass,5,M9,M9,3,test
77,images/14-18-19-20-20260412_162804.jpg,wine_glass,5,M10,M10,3,train
78,images/14-18-19-20-20260412_162809.jpg,wine_glass,5,M10,M10,3,train
79,images/14-20260412_161507.jpg,wine_glass,5,M11,M11,3,train
80,images/14-20260412_161511.jpg,wine_glass,5,M11,M11,3,train
81,images/14-20260412_161537.jpg,wine_glass,5,M11,M11,3,train
82,images/14-20260412_161541.jpg,wine_glass,5,M11,M11,3,train
83,images/14-20260412_161603.jpg,wine_glass,5,M11,M11,3,train
84,images/14-20260412_161607.jpg,wine_glass,5,M11,M11,3,train
85,images/15-20260412_161619.jpg,wine_glass,5,M12,M12,3,train
86,images/15-20260412_161623.jpg,wine_glass,5,M12,M12,3,train
87,images/15-20260412_161633.jpg,wine_glass,5,M12,M12,3,train
88,images/15-20260412_161636.jpg,wine_glass,5,M12,M12,3,train
89,images/15-20260412_161655.jpg,wine_glass,5,M12,M12,3,train
90,images/15-20260412_161659.jpg,wine_glass,5,M12,M12,3,train
91,images/15-21-23-20260412_162655.jpg,wine_glass,5,M13,M13,3,validation
93,images/16-18-19-20260412_162826.jpg,wine_glass,5,M14,M14,3,test
94,images/16-18-19-20260412_162831.jpg,wine_glass,5,M14,M14,3,test
95,images/16-19-20260412_162842.jpg,wine_glass,5,M15,M15,3,validation
96,images/16-19-20260412_162846.jpg,wine_glass,5,M15,M15,3,validation
97,images/16-20260412_161714.jpg,wine_glass,5,M16,M16,3,train
98,images/16-20260412_161717.jpg,wine_glass,5,M16,M16,3,train
99,images/16-20260412_161725.jpg,wine_glass,5,M16,M16,3,train
100,images/16-20260412_161729.jpg,wine_glass,5,M16,M16,3,train
101,images/16-20260412_161754.jpg,wine_glass,5,M16,M16,3,train
102,images/16-20260412_161757.jpg,wine_glass,5,M16,M16,3,train
103,images/17-18-19-20-20260412_162749.jpg,wine_glass,5,M17,M17,3,test
104,images/17-18-19-20-20260412_162753.jpg,wine_glass,5,M17,M17,3,test
105,images/17-18-20-20260412_162732.jpg,wine_glass,5,M18,M18,3,train
106,images/17-18-20-20260412_162735.jpg,wine_glass,5,M18,M18,3,train
107,images/17-20260412_161812.jpg,wine_glass,5,M19,M19,3,train
108,images/17-20260412_161817.jpg,wine_glass,5,M19,M19,3,train
109,images/17-20260412_161828.jpg,wine_glass,5,M19,M19,3,train
110,images/17-20260412_161832.jpg,wine_glass,5,M19,M19,3,train
111,images/17-20260412_161858.jpg,wine_glass,5,M19,M19,3,train
112,images/17-20260412_161901.jpg,wine_glass,5,M19,M19,3,train
113,images/18-20260412_161913.jpg,wine_glass,5,M20,M20,3,train
114,images/18-20260412_161916.jpg,wine_glass,5,M20,M20,3,train
115,images/18-20260412_161925.jpg,wine_glass,5,M20,M20,3,train
116,images/18-20260412_161937.jpg,wine_glass,5,M20,M20,3,train
117,images/18-20260412_162009.jpg,wine_glass,5,M20,M20,3,train
118,images/18-20260412_162013.jpg,wine_glass,5,M20,M20,3,train
119,images/19-20260412_162121.jpg,wine_glass,5,M21,M21,3,train
120,images/19-20260412_162126.jpg,wine_glass,5,M21,M21,3,train
121,images/19-20260412_162146.jpg,wine_glass,5,M21,M21,3,train
122,images/19-20260412_162149.jpg,wine_glass,5,M21,M21,3,train
123,images/19-20260412_162200.jpg,wine_glass,5,M21,M21,3,train
124,images/19-20260412_162203.jpg,wine_glass,5,M21,M21,3,train
125,images/2-20260408_193711.jpg,pot,4,M22,M22,3,validation
126,images/2-20260408_193720.jpg,pot,4,M22,M22,3,validation
127,images/2-20260408_193737.jpg,pot,4,M22,M22,3,validation
128,images/2-20260408_193748.jpg,pot,4,M22,M22,3,validation
129,images/20-20260412_162217.jpg,wine_glass,5,M23,M23,3,train
130,images/20-20260412_162220.jpg,wine_glass,5,M23,M23,3,train
131,images/20-20260412_162228.jpg,wine_glass,5,M23,M23,3,train
132,images/20-20260412_162231.jpg,wine_glass,5,M23,M23,3,train
133,images/20-20260412_162247.jpg,wine_glass,5,M23,M23,3,train
134,images/20-20260412_162251.jpg,wine_glass,5,M23,M23,3,train
135,images/20-21-20260412_162715.jpg,wine_glass,5,M24,M24,3,validation
136,images/20-21-20260412_162719.jpg,wine_glass,5,M24,M24,3,validation
137,images/20260417_202218.jpg,bowl,3,M25,M25,3,train
138,images/20260417_202225.jpg,bowl,3,M25,M25,3,train
139,images/20260417_202231.jpg,bowl,3,M25,M25,3,train
140,images/20260417_202242.jpg,bowl,3,M25,M25,3,train
141,images/20260417_202314.jpg,bowl,3,M25,M25,3,train
142,images/20260417_202317.jpg,bowl,3,M25,M25,3,train
143,images/20260417_202327.jpg,bowl,3,M25,M25,3,train
144,images/20260417_202342.jpg,bowl,3,M25,M25,3,train
145,images/20260417_202349.jpg,bowl,3,M25,M25,3,train
146,images/20260417_202410.jpg,bowl,3,M26,M26,3,test
147,images/20260417_202413.jpg,bowl,3,M26,M26,3,test
148,images/20260417_202416.jpg,bowl,3,M26,M26,3,test
149,images/20260417_202421.jpg,bowl,3,M26,M26,3,test
150,images/20260417_202424.jpg,bowl,3,M26,M26,3,test
151,images/20260417_202425.jpg,bowl,3,M26,M26,3,test
152,images/20260417_202511.jpg,saucepan,6,M27,M27,3,train
153,images/20260417_202518.jpg,saucepan,6,M27,M27,3,train
154,images/20260417_202522.jpg,saucepan,6,M27,M27,3,train
155,images/20260417_202531.jpg,saucepan,6,M27,M27,3,train
156,images/20260417_202645.jpg,saucepan,6,M27,M27,3,train
157,images/20260417_202646.jpg,saucepan,6,M27,M27,3,train
158,images/20260417_202648.jpg,saucepan,6,M27,M27,3,train
159,images/20260417_202809.jpg,saucepan,6,M27,M27,3,train
160,images/20260417_202810.jpg,saucepan,6,M27,M27,3,train
161,images/20260417_202815.jpg,saucepan,6,M27,M27,3,train
162,images/20260417_202904.jpg,saucepan,6,M27,M27,3,train
163,images/20260417_202906.jpg,saucepan,6,M27,M27,3,train
164,images/20260417_202908.jpg,saucepan,6,M27,M27,3,train
165,images/20260417_202912.jpg,saucepan,6,M27,M27,3,train
166,images/20260417_203051.jpg,flat_plate,1,M28,M28,3,train
167,images/20260417_203053.jpg,flat_plate,1,M28,M28,3,train
168,images/20260417_203115.jpg,flat_plate,1,M28,M28,3,train
169,images/20260417_203123.jpg,flat_plate,1,M28,M28,3,train
170,images/20260417_203126.jpg,flat_plate,1,M28,M28,3,train
171,images/20260417_203314.jpg,flat_plate,1,M28,M28,3,train
172,images/20260417_203315.jpg,flat_plate,1,M28,M28,3,train
173,images/20260417_203405.jpg,flat_plate,1,M29,M29,3,validation
174,images/20260417_203407.jpg,flat_plate,1,M29,M29,3,validation
175,images/20260417_203419.jpg,flat_plate,1,M29,M29,3,validation
176,images/20260417_203420.jpg,flat_plate,1,M29,M29,3,validation
177,images/20260417_203439.jpg,flat_plate,1,M30,M30,3,train
178,images/20260417_203441.jpg,flat_plate,1,M30,M30,3,train
179,images/20260417_203442.jpg,flat_plate,1,M30,M30,3,train
180,images/20260417_203444.jpg,flat_plate,1,M30,M30,3,train
181,images/20260417_203458.jpg,flat_plate,1,M31,M31,3,test
182,images/20260417_203500.jpg,flat_plate,1,M31,M31,3,test
183,images/20260417_203506.jpg,flat_plate,1,M32,M32,3,train
184,images/20260417_203508.jpg,flat_plate,1,M32,M32,3,train
185,images/20260417_203511.jpg,flat_plate,1,M32,M32,3,train
186,images/20260417_203542.jpg,flat_plate,1,M33,M33,3,train
187,images/20260417_203546.jpg,flat_plate,1,M33,M33,3,train
188,images/20260417_203600.jpg,mug,0,M34,M34,3,test
189,images/20260417_203603.jpg,mug,0,M34,M34,3,test
190,images/20260417_203607.jpg,mug,0,M34,M34,3,test
191,images/20260417_203611.jpg,mug,0,M34,M34,3,test
192,images/20260417_203628.jpg,mug,0,M35,M35,3,test
193,images/20260417_203631.jpg,mug,0,M35,M35,3,test
194,images/20260417_203634.jpg,mug,0,M35,M35,3,test
195,images/20260417_203637.jpg,mug,0,M36,M36,3,train
196,images/20260417_203639.jpg,mug,0,M36,M36,3,train
197,images/20260417_203642.jpg,mug,0,M36,M36,3,train
198,images/20260417_203708.jpg,mug,0,M37,M37,3,validation
199,images/20260417_203710.jpg,mug,0,M37,M37,3,validation
200,images/20260417_203713.jpg,mug,0,M37,M37,3,validation
201,images/20260417_203723.jpg,mug,0,M38,M38,3,test
202,images/20260417_203724.jpg,mug,0,M38,M38,3,test
203,images/20260417_203727.jpg,mug,0,M38,M38,3,test
204,images/20260417_203730.jpg,mug,0,M38,M38,3,test
205,images/20260417_203734.jpg,mug,0,M39,M39,3,train
206,images/20260417_203736.jpg,mug,0,M39,M39,3,train
207,images/20260417_203738.jpg,mug,0,M39,M39,3,train
208,images/20260417_203746.jpg,mug,0,M40,M40,3,train
209,images/20260417_203748.jpg,mug,0,M40,M40,3,train
210,images/20260417_204047.jpg,mug,0,M41,M41,3,validation
211,images/20260417_204049.jpg,mug,0,M41,M41,3,validation
212,images/20260417_204234.jpg,pot,4,M42,M42,3,train
213,images/20260417_204238.jpg,pot,4,M42,M42,3,train
214,images/20260417_204244.jpg,pot,4,M42,M42,3,train
215,images/20260417_204248.jpg,pot,4,M42,M42,3,train
216,images/20260417_204251.jpg,pot,4,M42,M42,3,train
217,images/20260417_204257.jpg,saucepan,6,M43,M43,3,test
218,images/20260417_204258.jpg,saucepan,6,M43,M43,3,test
219,images/20260417_204300.jpg,saucepan,6,M43,M43,3,test
220,images/20260417_204303.jpg,saucepan,6,M43,M43,3,test
221,images/20260417_204304.jpg,saucepan,6,M43,M43,3,test
222,images/20260417_204318.jpg,pot,4,M44,M44,3,validation
223,images/20260417_204319.jpg,pot,4,M44,M44,3,validation
224,images/20260417_204321.jpg,pot,4,M44,M44,3,validation
225,images/20260421_160101.jpg,bowl,3,M45,M45,3,train
226,images/20260421_160105.jpg,bowl,3,M45,M45,3,train
227,images/20260421_160110.jpg,bowl,3,M45,M45,3,train
228,images/20260421_160120.jpg,bowl,3,M45,M45,3,train
229,images/20260421_160124.jpg,bowl,3,M45,M45,3,train
230,images/20260421_160150.jpg,bowl,3,M46,M46,3,validation
231,images/20260421_160206.jpg,bowl,3,M46,M46,3,validation
232,images/20260421_160212.jpg,bowl,3,M46,M46,3,validation
233,images/20260421_160216.jpg,bowl,3,M46,M46,3,validation
234,images/20260421_160228.jpg,bowl,3,M46,M46,3,validation
235,images/20260421_160505.jpg,bowl,3,M47,M47,3,train
236,images/20260421_160511.jpg,bowl,3,M47,M47,3,train
237,images/20260421_160520.jpg,bowl,3,M47,M47,3,train
238,images/20260421_160526.jpg,bowl,3,M47,M47,3,train
239,images/20260421_160824.jpg,mug,0,M48,M48,3,train
240,images/20260421_160828.jpg,mug,0,M48,M48,3,train
241,images/20260421_160847.jpg,mug,0,M48,M48,3,train
242,images/20260421_160852.jpg,mug,0,M48,M48,3,train
243,images/20260421_160936.jpg,saucepan,6,M49,M49,3,train
244,images/20260421_160940.jpg,saucepan,6,M49,M49,3,train
245,images/20260421_160948.jpg,saucepan,6,M49,M49,3,train
246,images/20260421_161010.jpg,bowl,3,M50,M50,3,test
247,images/20260421_161016.jpg,bowl,3,M50,M50,3,test
248,images/20260421_161019.jpg,bowl,3,M50,M50,3,test
249,images/20260421_161040.jpg,pot,4,M51,M51,3,test
250,images/20260421_161043.jpg,pot,4,M51,M51,3,test
251,images/20260421_161049.jpg,pot,4,M51,M51,3,test
252,images/20260421_161057.jpg,pot,4,M51,M51,3,test
253,images/20260421_161218.jpg,mug,0,M52,M52,3,train
254,images/20260421_161222.jpg,mug,0,M52,M52,3,train
255,images/20260421_161227.jpg,mug,0,M52,M52,3,train
256,images/20260421_161254.jpg,mug,0,M52,M52,3,train
257,images/20260421_161257.jpg,mug,0,M52,M52,3,train
258,images/20260421_161413.jpg,flat_plate,1,M53,M53,3,train
259,images/20260421_161416.jpg,flat_plate,1,M53,M53,3,train
260,images/20260421_161442.jpg,flat_plate,1,M53,M53,3,train
261,images/20260421_161444.jpg,flat_plate,1,M53,M53,3,train
262,images/20260421_161505.jpg,flat_plate,1,M53,M53,3,train
263,images/20260421_161532.jpg,flat_plate,1,M53,M53,3,train
264,images/20260421_161536.jpg,flat_plate,1,M53,M53,3,train
265,images/20260421_161637.jpg,soup_plate,2,M54,M54,3,train
266,images/20260421_161639.jpg,soup_plate,2,M54,M54,3,train
267,images/20260421_161645.jpg,soup_plate,2,M54,M54,3,train
268,images/20260421_161648.jpg,soup_plate,2,M54,M54,3,train
269,images/20260421_161712.jpg,soup_plate,2,M55,M55,3,test
270,images/20260421_161714.jpg,soup_plate,2,M55,M55,3,test
271,images/20260421_161717.jpg,soup_plate,2,M55,M55,3,test
272,images/20260421_161721.jpg,soup_plate,2,M55,M55,3,test
273,images/20260421_161728.jpg,soup_plate,2,M55,M55,3,test
274,images/20260421_161803.jpg,soup_plate,2,M56,M56,3,validation
275,images/20260421_161804.jpg,soup_plate,2,M56,M56,3,validation
276,images/20260421_161810.jpg,soup_plate,2,M56,M56,3,validation
277,images/20260421_161811.jpg,soup_plate,2,M56,M56,3,validation
278,images/20260421_161831.jpg,soup_plate,2,M57,M57,3,validation
279,images/20260421_161833.jpg,soup_plate,2,M57,M57,3,validation
280,images/20260421_161842.jpg,soup_plate,2,M58,M58,3,validation
281,images/20260421_161844.jpg,soup_plate,2,M58,M58,3,validation
282,images/20260421_161904.jpg,flat_plate,1,M59,M59,3,validation
283,images/20260421_161906.jpg,flat_plate,1,M59,M59,3,validation
284,images/20260421_161920.jpg,flat_plate,1,M60,M60,3,test
285,images/20260421_161925.jpg,flat_plate,1,M60,M60,3,test
286,images/20260421_161928.jpg,flat_plate,1,M60,M60,3,test
287,images/20260421_161938.jpg,flat_plate,1,M61,M61,3,validation
288,images/20260421_161949.jpg,flat_plate,1,M61,M61,3,validation
289,images/20260421_161959.jpg,flat_plate,1,M61,M61,3,validation
290,images/20260421_162031.jpg,flat_plate,1,M62,M62,3,train
291,images/20260421_162034.jpg,flat_plate,1,M62,M62,3,train
292,images/20260421_162044.jpg,flat_plate,1,M63,M63,3,test
293,images/20260421_162047.jpg,flat_plate,1,M63,M63,3,test
294,images/20260421_162510.jpg,pot,4,M64,M64,3,train
295,images/20260421_162513.jpg,pot,4,M64,M64,3,train
296,images/20260421_162520.jpg,pot,4,M64,M64,3,train
297,images/20260421_162524.jpg,pot,4,M64,M64,3,train
298,images/20260421_162529.jpg,pot,4,M64,M64,3,train
299,images/20260421_162540_005.jpg,pot,4,M64,M64,3,train
300,images/20260421_162542.jpg,pot,4,M64,M64,3,train
301,images/20260421_162546.jpg,pot,4,M64,M64,3,train
302,images/20260421_162549.jpg,pot,4,M64,M64,3,train
303,images/20260421_162552.jpg,pot,4,M64,M64,3,train
304,images/20260421_162559.jpg,pot,4,M64,M64,3,train
305,images/20260421_162606.jpg,wine_glass,5,M65,M65,3,train
306,images/20260421_162609.jpg,wine_glass,5,M65,M65,3,train
307,images/20260421_162612.jpg,wine_glass,5,M65,M65,3,train
308,images/20260421_162616.jpg,wine_glass,5,M65,M65,3,train
309,images/20260421_162622.jpg,wine_glass,5,M65,M65,3,train
310,images/20260421_162627.jpg,wine_glass,5,M65,M65,3,train
311,images/20260421_162758.jpg,mug,0,M66,M66,3,train
312,images/20260421_162801.jpg,mug,0,M66,M66,3,train
313,images/20260421_162807.jpg,mug,0,M66,M66,3,train
314,images/20260421_162809.jpg,mug,0,M66,M66,3,train
315,images/20260421_162817.jpg,mug,0,M66,M66,3,train
316,images/20260421_162820.jpg,mug,0,M66,M66,3,train
317,images/20260421_162845.jpg,mug,0,M67,M67,3,train
318,images/20260421_162905.jpg,mug,0,M67,M67,3,train
319,images/20260421_162909.jpg,mug,0,M67,M67,3,train
320,images/20260421_162917.jpg,mug,0,M67,M67,3,train
321,images/20260421_163026.jpg,mug,0,M68,M68,3,test
322,images/20260421_163032.jpg,mug,0,M68,M68,3,test
323,images/20260421_163036.jpg,mug,0,M68,M68,3,test
324,images/20260421_163233.jpg,mug,0,M69,M69,3,test
325,images/20260421_163237.jpg,mug,0,M70,M70,3,validation
326,images/20260421_163238.jpg,mug,0,M70,M70,3,validation
327,images/20260421_163243.jpg,mug,0,M71,M71,3,validation
328,images/20260421_163245.jpg,mug,0,M71,M71,3,validation
329,images/20260421_163250.jpg,mug,0,M71,M71,3,validation
330,images/20_04_2026 16_06_53.jpg,flat_plate,1,M72,M72,3,train
331,images/20_04_2026 16_06_54 (2).jpg,flat_plate,1,M72,M72,3,train
333,images/20_04_2026 16_06_54(10).jpg,soup_plate,2,M73,M73,3,validation
334,images/20_04_2026 16_06_54(11).jpg,soup_plate,2,M73,M73,3,validation
335,images/20_04_2026 16_06_54(12).jpg,soup_plate,2,M73,M73,3,validation
336,images/20_04_2026 16_06_54(13).jpg,soup_plate,2,M73,M73,3,validation
337,images/20_04_2026 16_06_54(14).jpg,soup_plate,2,M73,M73,3,validation
338,images/20_04_2026 16_06_54(15).jpg,saucepan,6,M74,M74,3,train
340,images/20_04_2026 16_06_54(17).jpg,saucepan,6,M74,M74,3,train
341,images/20_04_2026 16_06_54(18).jpg,saucepan,6,M74,M74,3,train
342,images/20_04_2026 16_06_54(19).jpg,saucepan,6,M74,M74,3,train
343,images/20_04_2026 16_06_54(2).jpg,flat_plate,1,M72,M72,3,train
344,images/20_04_2026 16_06_54(20).jpg,saucepan,6,M74,M74,3,train
345,images/20_04_2026 16_06_54(21).jpg,soup_plate,2,M73,M73,3,validation
346,images/20_04_2026 16_06_54(22).jpg,bowl,3,M75,M75,3,train
347,images/20_04_2026 16_06_54(3).jpg,soup_plate,2,M73,M73,3,validation
348,images/20_04_2026 16_06_54(4).jpg,saucepan,6,M74,M74,3,train
349,images/20_04_2026 16_06_54(5).jpg,saucepan,6,M74,M74,3,train
350,images/20_04_2026 16_06_54(6).jpg,saucepan,6,M74,M74,3,train
351,images/20_04_2026 16_06_54(7).jpg,saucepan,6,M74,M74,3,train
352,images/20_04_2026 16_06_54(8).jpg,saucepan,6,M74,M74,3,train
353,images/20_04_2026 16_06_54(9).jpg,saucepan,6,M74,M74,3,train
354,images/20_04_2026 16_06_54.jpg,flat_plate,1,M72,M72,3,train
355,images/20_04_2026 16_06_55 (2).jpg,bowl,3,M75,M75,3,train
356,images/20_04_2026 16_06_55(1).jpg,bowl,3,M75,M75,3,train
357,images/20_04_2026 16_06_55(10).jpg,flat_plate,1,M72,M72,3,train
358,images/20_04_2026 16_06_55(11).jpg,flat_plate,1,M72,M72,3,train
359,images/20_04_2026 16_06_55(2).jpg,bowl,3,M75,M75,3,train
360,images/20_04_2026 16_06_55(3).jpg,bowl,3,M75,M75,3,train
361,images/20_04_2026 16_06_55(4).jpg,bowl,3,M75,M75,3,train
362,images/20_04_2026 16_06_55(5).jpg,bowl,3,M75,M75,3,train
363,images/20_04_2026 16_06_55(6).jpg,bowl,3,M75,M75,3,train
364,images/20_04_2026 16_06_55(7).jpg,flat_plate,1,M72,M72,3,train
365,images/20_04_2026 16_06_55(8).jpg,flat_plate,1,M72,M72,3,train
366,images/20_04_2026 16_06_55(9).jpg,flat_plate,1,M72,M72,3,train
367,images/20_04_2026 16_06_55.jpg,bowl,3,M75,M75,3,train
368,images/20_04_2026 16_06_56(1).jpg,bowl,3,M76,M76,3,validation
369,images/20_04_2026 16_06_56(10).jpg,mug,0,M77,M77,3,train
371,images/20_04_2026 16_06_56(11).jpg,mug,0,M77,M77,3,train
372,images/20_04_2026 16_06_56(12).jpg,mug,0,M77,M77,3,train
373,images/20_04_2026 16_06_56(13).jpg,mug,0,M77,M77,3,train
374,images/20_04_2026 16_06_56(2).jpg,bowl,3,M76,M76,3,validation
375,images/20_04_2026 16_06_56(3).jpg,bowl,3,M76,M76,3,validation
376,images/20_04_2026 16_06_56(4).jpg,bowl,3,M76,M76,3,validation
377,images/20_04_2026 16_06_56(5).jpg,mug,0,M77,M77,3,train
378,images/20_04_2026 16_06_56(6).jpg,mug,0,M77,M77,3,train
379,images/20_04_2026 16_06_56(7).jpg,mug,0,M77,M77,3,train
380,images/20_04_2026 16_06_56(8).jpg,mug,0,M77,M77,3,train
381,images/20_04_2026 16_06_56(9).jpg,mug,0,M77,M77,3,train
382,images/20_04_2026 16_06_56.jpg,flat_plate,1,M72,M72,3,train
383,images/20_04_2026 16_06_57 (2).jpg,bowl,3,M78,M78,3,train
384,images/20_04_2026 16_06_57(1).jpg,bowl,3,M78,M78,3,train
385,images/20_04_2026 16_06_57(10).jpg,mug,0,M79,M79,3,train
386,images/20_04_2026 16_06_57(11).jpg,mug,0,M79,M79,3,train
387,images/20_04_2026 16_06_57(12).jpg,mug,0,M79,M79,3,train
388,images/20_04_2026 16_06_57(2).jpg,bowl,3,M78,M78,3,train
389,images/20_04_2026 16_06_57(3).jpg,bowl,3,M78,M78,3,train
390,images/20_04_2026 16_06_57(4).jpg,bowl,3,M78,M78,3,train
391,images/20_04_2026 16_06_57(5).jpg,bowl,3,M78,M78,3,train
392,images/20_04_2026 16_06_57(6).jpg,bowl,3,M78,M78,3,train
393,images/20_04_2026 16_06_57(7).jpg,mug,0,M79,M79,3,train
394,images/20_04_2026 16_06_57(8).jpg,mug,0,M79,M79,3,train
395,images/20_04_2026 16_06_57(9).jpg,mug,0,M79,M79,3,train
396,images/20_04_2026 16_06_57.jpg,bowl,3,M78,M78,3,train
397,images/20_04_2026 16_06_58 (2).jpg,mug,0,M79,M79,3,train
398,images/20_04_2026 16_06_58(1).jpg,mug,0,M79,M79,3,train
399,images/20_04_2026 16_06_58(10).jpg,pot,4,M80,M80,3,test
400,images/20_04_2026 16_06_58(11).jpg,pot,4,M81,M81,3,test
401,images/20_04_2026 16_06_58(12).jpg,pot,4,M81,M81,3,test
404,images/20_04_2026 16_06_58(2).jpg,mug,0,M79,M79,3,train
405,images/20_04_2026 16_06_58(3).jpg,pot,4,M80,M80,3,test
406,images/20_04_2026 16_06_58(4).jpg,pot,4,M80,M80,3,test
407,images/20_04_2026 16_06_58(5).jpg,pot,4,M84,M84,3,validation
408,images/20_04_2026 16_06_58(6).jpg,pot,4,M84,M84,3,validation
409,images/20_04_2026 16_06_58(7).jpg,pot,4,M84,M84,3,validation
412,images/20_04_2026 16_06_58.jpg,mug,0,M79,M79,3,train
413,images/20_04_2026 16_06_59 (2).jpg,pot,4,M85,M85,3,test
414,images/20_04_2026 16_06_59(1).jpg,saucepan,6,M82,M82,3,validation
415,images/20_04_2026 16_06_59(10).jpg,pot,4,M86,M86,3,train
417,images/20_04_2026 16_06_59(12).jpg,pot,4,M86,M86,3,train
422,images/20_04_2026 16_06_59(6).jpg,pot,4,M81,M81,3,test
423,images/20_04_2026 16_06_59(7).jpg,pot,4,M86,M86,3,train
427,images/20_04_2026 16_07_00 (2).jpg,pot,4,M88,M88,3,train
428,images/20_04_2026 16_07_00(1).jpg,pot,4,M86,M86,3,train
430,images/20_04_2026 16_07_00(11).jpg,pot,4,M86,M86,3,train
431,images/20_04_2026 16_07_00(12).jpg,pot,4,M86,M86,3,train
433,images/20_04_2026 16_07_00(14).jpg,flat_plate,1,M89,M89,3,validation
434,images/20_04_2026 16_07_00(15).jpg,flat_plate,1,M89,M89,3,validation
435,images/20_04_2026 16_07_00(2).jpg,pot,4,M86,M86,3,train
436,images/20_04_2026 16_07_00(3).jpg,pot,4,M86,M86,3,train
437,images/20_04_2026 16_07_00(4).jpg,pot,4,M86,M86,3,train
438,images/20_04_2026 16_07_00(5).jpg,pot,4,M86,M86,3,train
439,images/20_04_2026 16_07_00(6).jpg,pot,4,M86,M86,3,train
440,images/20_04_2026 16_07_00(7).jpg,pot,4,M86,M86,3,train
441,images/20_04_2026 16_07_00(8).jpg,pot,4,M86,M86,3,train
